Scenario,carWidth,carLength,ratioAutonomousCars,humanViewLength,autonomousViewLength,actPeriod,Driver,Route,DrivingTime
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,12.149971
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,12.416634
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,12.583275
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,12.299895
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,15.633223
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,12.249845
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,12.883137
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,12.783138
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,11.933151
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,12.416477
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 1,27.316406
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,28.566328
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,23.632973
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,19.249706
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,18.649715
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,29.082916
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,21.383007
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,19.799698
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,18.849712
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,17.716396
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,41.682823
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,84.7213
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,78.0551
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,77.52209
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,72.089165
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,72.040665
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,73.74089
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,74.191315
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,74.358475
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,104.07688
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,50.254723
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,104.04317
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,49.37066
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,102.942924
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,102.842636
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,44.268433
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,103.308846
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 1,138.39156
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 1,146.78914
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,55.181206
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,24.577332
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,71.80081
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,23.3443
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,23.011047
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,61.728706
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,23.960815
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,32.32544
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,30.225952
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,30.242615
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,60.03534
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,59.60211
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,63.7511
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,54.636658
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,183.09288
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,51.020874
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,54.353394
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,47.40509
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,53.286987
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,47.305115
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,49.437927
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,45.772156
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,17.279114
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,45.85547
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,16.67926
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,17.12915
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,183.28961
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 1,143.18376
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,25.493774
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,30.14264
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 1,96.509766
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,33.15857
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,34.624878
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,37.20758
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,42.239685
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,36.007874
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,28.776306
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,34.19165
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 1,111.289505
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,25.443802
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,20.345047
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,18.862076
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,17.079178
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,55.236526
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,19.07869
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,18.078934
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 1,66.78371
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,116.02168
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,58.96895
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,59.468826
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,24.094131
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,21.761353
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,27.593277
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,26.010315
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,32.45874
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445419841603),1.47-2.55,2.54-6.0,0.0,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,33.47516
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,11.883308
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 0,18.766537
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,19.149708
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,17.216404
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 0,25.983032
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,14.86644
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,15.133102
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,12.133148
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,13.283131
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,12.849804
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,45.68277
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,50.48272
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,20.499687
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,16.716412
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,15.533096
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 0,12.499809
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 1,48.549313
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,48.999252
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,12.8331375
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,12.44981
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 1,53.715847
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 0,60.182663
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 0,12.800262
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 1,52.24116
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,49.325035
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 1,81.59399
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,79.27669
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,78.77606
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 1,83.126114
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 1,86.72386
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 0,104.301476
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,100.56727
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 0,68.916504
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,64.45093
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,62.701355
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,112.25177
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,65.134094
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 1,111.66708
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 1,81.363464
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 1,78.69745
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 1,79.09735
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445419841757),1.47-2.55,2.54-6.0,0.70000005,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,49.07135
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 1,12.366634
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,12.483299
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 0,13.316561
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,17.366558
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,11.783155
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,15.266528
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,AutonomousDriver,From 3 to 0,12.466476
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 0,16.933075
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,15.433098
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,HumanDriver,From 3 to 0,15.683094
nl.rug.dmas.trafficdemo.Scenario@4e9ba398(seed: 1445419841763),1.47-2.55,2.54-6.0,0.8000001,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 0,21.566338
