Scenario,carWidth,carLength,ratioAutonomousCars,humanViewLength,autonomousViewLength,actPeriod,Driver,Route,DrivingTime
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,12.4333
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,12.149939
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,16.7999
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,12.199842
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,18.466513
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,18.349808
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,18.299751
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,17.783062
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,17.116405
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.999771
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.083118
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.283115
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.166435
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.549778
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,13.816456
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.316433
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.449764
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,35.182796
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,16.649746
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,16.366417
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,16.58308
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,15.016438
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.049786
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.499779
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.716442
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.466446
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.099785
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,51.082554
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.666443
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,50.08269
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,50.183002
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.383984
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.167667
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.484684
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.06852
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.585567
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.619301
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.11982
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.936523
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.103226
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.3530655
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.553108
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,15.6033325
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.803162
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,18.33725
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,17.053642
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,15.6033325
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.636459
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.836502
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.203247
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.7198105
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.269714
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,58.910774
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,16.036758
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.736481
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.319725
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.519768
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.136353
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.535622
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.601471
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.350723
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.749962
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.599121
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.58165
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.447296
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.813049
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.412903
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.94635
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.663086
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.463135
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.94635
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.079651
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.579773
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.363159
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.829712
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.796387
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.413147
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.146545
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.713074
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.746399
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.813049
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.046326
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.479797
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.346252
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.696411
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.463135
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.479797
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.379578
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.363159
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.729736
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.8797
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.246521
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.04657
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,15.0130005
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,15.146301
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.729736
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.613098
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.329834
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.0130005
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.829712
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.463135
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.079651
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,13.863281
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.413147
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.146301
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.763062
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.246521
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.479797
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.413147
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.49646
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.029907
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.729736
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.896362
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.646423
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.896362
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.813049
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.146301
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.746155
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.996338
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.229858
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.779739
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.5298
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.212967
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.0299225
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,15.512894
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.363174
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.096558
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.596436
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.646423
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.529785
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,15.996094
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.313171
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.613098
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.596436
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.379822
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.663086
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,18.545471
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,14.613098
nl.rug.dmas.trafficdemo.Scenario@c038203(seed: 1445423745263),1.47-2.55,2.54-6.0,0.2,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.56311
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,11.716644
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.649933
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,HumanDriver,From 1 to 3,13.749893
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,12.566514
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,17.433167
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,HumanDriver,From 0 to 3,15.51643
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.599777
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,14.533112
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,13.933121
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 1 to 3,25.299614
nl.rug.dmas.trafficdemo.Scenario@544fe44c(seed: 1445423746202),1.47-2.55,2.54-6.0,0.6,8.0-16.0,16.0,100.0,AutonomousDriver,From 0 to 3,15.633095
