Scenario,carWidth,carLength,ratioAutonomousCars,viewLength,actPeriod,Driver,Route,DrivingTime
nl.rug.dmas.trafficdemo.Scenario@8ccdcea(seed: 1445325055049),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,48.58275
nl.rug.dmas.trafficdemo.Scenario@45f143f1(seed: 1445325053639),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,25.349686
nl.rug.dmas.trafficdemo.Scenario@45f143f1(seed: 1445325053639),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.699688
nl.rug.dmas.trafficdemo.Scenario@45f143f1(seed: 1445325053639),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.849678
nl.rug.dmas.trafficdemo.Scenario@45f143f1(seed: 1445325053639),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.799652
nl.rug.dmas.trafficdemo.Scenario@45f143f1(seed: 1445325053639),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.149595
nl.rug.dmas.trafficdemo.Scenario@45f143f1(seed: 1445325053639),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.31622
nl.rug.dmas.trafficdemo.Scenario@45f143f1(seed: 1445325053639),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,33.63283
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.916351
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.082985
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.83295
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.749577
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,31.299522
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,33.699486
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.532852
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.649517
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.366203
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.399551
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.816227
nl.rug.dmas.trafficdemo.Scenario@51f38d7d(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.932877
nl.rug.dmas.trafficdemo.Scenario@329cd7cd(seed: 1445325053638),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,26.449753
nl.rug.dmas.trafficdemo.Scenario@329cd7cd(seed: 1445325053638),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.633038
nl.rug.dmas.trafficdemo.Scenario@79c4a760(seed: 1445325053650),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,36.316113
nl.rug.dmas.trafficdemo.Scenario@79c4a760(seed: 1445325053650),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,45.332798
nl.rug.dmas.trafficdemo.Scenario@79c4a760(seed: 1445325053650),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,44.7661
nl.rug.dmas.trafficdemo.Scenario@79c4a760(seed: 1445325053650),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,43.14934
nl.rug.dmas.trafficdemo.Scenario@79c4a760(seed: 1445325053650),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,49.06598
nl.rug.dmas.trafficdemo.Scenario@79c4a760(seed: 1445325053650),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,49.59925
nl.rug.dmas.trafficdemo.Scenario@79c4a760(seed: 1445325053650),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,49.232582
nl.rug.dmas.trafficdemo.Scenario@571d4e75(seed: 1445325055041),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,40.366207
nl.rug.dmas.trafficdemo.Scenario@42c505f7(seed: 1445325053630),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,29.099682
nl.rug.dmas.trafficdemo.Scenario@42c505f7(seed: 1445325053630),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.933002
nl.rug.dmas.trafficdemo.Scenario@15dac551(seed: 1445325054281),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 1 to 3,27.116327
nl.rug.dmas.trafficdemo.Scenario@15dac551(seed: 1445325054281),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 1 to 3,35.199486
nl.rug.dmas.trafficdemo.Scenario@15dac551(seed: 1445325054281),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,42.53284
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.966381
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 1 to 3,30.732935
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,34.616272
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,33.549564
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.849518
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.23284
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.299507
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,32.832832
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.816196
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,36.33278
nl.rug.dmas.trafficdemo.Scenario@3215b9e0(seed: 1445325055023),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,51.06589
nl.rug.dmas.trafficdemo.Scenario@49f751c9(seed: 1445325053560),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,31.782887
nl.rug.dmas.trafficdemo.Scenario@49f751c9(seed: 1445325053560),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,38.58283
nl.rug.dmas.trafficdemo.Scenario@49f751c9(seed: 1445325053560),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,43.532825
nl.rug.dmas.trafficdemo.Scenario@4680937b(seed: 1445325054272),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.849716
nl.rug.dmas.trafficdemo.Scenario@4680937b(seed: 1445325054272),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.483004
nl.rug.dmas.trafficdemo.Scenario@4680937b(seed: 1445325054272),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.599632
nl.rug.dmas.trafficdemo.Scenario@4680937b(seed: 1445325054272),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,37.299465
nl.rug.dmas.trafficdemo.Scenario@45b6867(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.516373
nl.rug.dmas.trafficdemo.Scenario@45b6867(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.266346
nl.rug.dmas.trafficdemo.Scenario@45b6867(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,32.61626
nl.rug.dmas.trafficdemo.Scenario@45b6867(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,32.51617
nl.rug.dmas.trafficdemo.Scenario@45b6867(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,47.582607
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 1 to 3,27.349648
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.666325
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.249645
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.782959
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.149586
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,32.266174
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 1 to 3,34.582825
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.649517
nl.rug.dmas.trafficdemo.Scenario@2b136abc(seed: 1445325054300),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,32.532837
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.166378
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.532995
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.99961
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.149563
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.182888
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.066223
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,42.082745
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,34.46614
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.132858
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,32.632835
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,31.432854
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.816212
nl.rug.dmas.trafficdemo.Scenario@4dad4b69(seed: 1445325055045),1.47-2.55,2.54-6.0,0.70000005,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,30.19954
nl.rug.dmas.trafficdemo.Scenario@698fe8fc(seed: 1445325055117),1.47-2.55,2.54-6.0,0.9000001,4.0-12.0,100.0,HumanDriver,From 0 to 3,49.982727
nl.rug.dmas.trafficdemo.Scenario@76792357(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.516373
nl.rug.dmas.trafficdemo.Scenario@76792357(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.266346
nl.rug.dmas.trafficdemo.Scenario@76792357(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,32.61626
nl.rug.dmas.trafficdemo.Scenario@76792357(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,32.51617
nl.rug.dmas.trafficdemo.Scenario@76792357(seed: 1445325053633),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,47.582607
nl.rug.dmas.trafficdemo.Scenario@1d4455b3(seed: 1445325054283),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.266361
nl.rug.dmas.trafficdemo.Scenario@1d4455b3(seed: 1445325054283),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.58301
nl.rug.dmas.trafficdemo.Scenario@1d4455b3(seed: 1445325054283),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.582916
nl.rug.dmas.trafficdemo.Scenario@1d4455b3(seed: 1445325054283),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 1 to 3,32.04951
nl.rug.dmas.trafficdemo.Scenario@1d4455b3(seed: 1445325054283),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,39.39944
nl.rug.dmas.trafficdemo.Scenario@1d4455b3(seed: 1445325054283),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 1 to 3,42.199356
nl.rug.dmas.trafficdemo.Scenario@1d4455b3(seed: 1445325054283),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,48.132603
nl.rug.dmas.trafficdemo.Scenario@7be4d80b(seed: 1445325053645),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,25.933023
nl.rug.dmas.trafficdemo.Scenario@7be4d80b(seed: 1445325053645),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.24968
nl.rug.dmas.trafficdemo.Scenario@7be4d80b(seed: 1445325053645),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.916332
nl.rug.dmas.trafficdemo.Scenario@7be4d80b(seed: 1445325053645),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,45.03267
nl.rug.dmas.trafficdemo.Scenario@51507e7(seed: 1445325054287),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 1 to 3,26.36634
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,34.3163
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,32.716278
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.899597
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.349556
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.816181
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.382854
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.782879
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,37.832756
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,35.316128
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,33.63282
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.999496
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.599503
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.882847
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.63285
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.949528
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,45.699303
nl.rug.dmas.trafficdemo.Scenario@f92aa3(seed: 1445325053637),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.01618
nl.rug.dmas.trafficdemo.Scenario@4748a9f6(seed: 1445325053594),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,34.882957
nl.rug.dmas.trafficdemo.Scenario@4748a9f6(seed: 1445325053594),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,33.916203
nl.rug.dmas.trafficdemo.Scenario@4748a9f6(seed: 1445325053594),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,45.449432
nl.rug.dmas.trafficdemo.Scenario@4748a9f6(seed: 1445325053594),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,44.582653
nl.rug.dmas.trafficdemo.Scenario@15eb9b0d(seed: 1445325054285),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.966366
nl.rug.dmas.trafficdemo.Scenario@15eb9b0d(seed: 1445325054285),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,39.1994
nl.rug.dmas.trafficdemo.Scenario@15eb9b0d(seed: 1445325054285),1.47-2.55,2.54-6.0,0.4,4.0-12.0,100.0,HumanDriver,From 0 to 3,47.8994
nl.rug.dmas.trafficdemo.Scenario@377f1fcb(seed: 1445325053630),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,29.099682
nl.rug.dmas.trafficdemo.Scenario@377f1fcb(seed: 1445325053630),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.916336
nl.rug.dmas.trafficdemo.Scenario@534b58c(seed: 1445325055108),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,27.366352
nl.rug.dmas.trafficdemo.Scenario@a832ce5(seed: 1445325053632),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.116379
nl.rug.dmas.trafficdemo.Scenario@a832ce5(seed: 1445325053632),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,31.44962
nl.rug.dmas.trafficdemo.Scenario@a832ce5(seed: 1445325053632),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,31.28291
nl.rug.dmas.trafficdemo.Scenario@a832ce5(seed: 1445325053632),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,35.59959
nl.rug.dmas.trafficdemo.Scenario@a832ce5(seed: 1445325053632),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,50.13257
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,28.966381
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.283003
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.549578
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.666214
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,28.932892
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.016224
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.49955
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,28.749561
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,28.682896
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,28.832893
nl.rug.dmas.trafficdemo.Scenario@28a58701(seed: 1445325055107),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.882893
nl.rug.dmas.trafficdemo.Scenario@1d652020(seed: 1445325053642),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,40.38281
nl.rug.dmas.trafficdemo.Scenario@1d652020(seed: 1445325053642),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,42.41602
nl.rug.dmas.trafficdemo.Scenario@4dffa9d(seed: 1445325053597),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.383041
nl.rug.dmas.trafficdemo.Scenario@4dffa9d(seed: 1445325053597),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,29.432941
nl.rug.dmas.trafficdemo.Scenario@4dffa9d(seed: 1445325053597),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,46.099426
nl.rug.dmas.trafficdemo.Scenario@4dffa9d(seed: 1445325053597),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,41.11604
nl.rug.dmas.trafficdemo.Scenario@4dffa9d(seed: 1445325053597),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,46.766045
nl.rug.dmas.trafficdemo.Scenario@4dffa9d(seed: 1445325053597),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,46.38266
nl.rug.dmas.trafficdemo.Scenario@4dffa9d(seed: 1445325053597),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,46.149296
nl.rug.dmas.trafficdemo.Scenario@4dffa9d(seed: 1445325053597),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,46.54929
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.983032
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,HumanDriver,From 1 to 3,27.149624
