Scenario,carWidth,carLength,ratioAutonomousCars,viewLength,actPeriod,Driver,Route,DrivingTime
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.216305
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,30.382915
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.649548
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.84956
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.532883
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.999542
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.44955
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.999557
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.949543
nl.rug.dmas.trafficdemo.Scenario@e689490(seed: 1445325055034),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.49955
nl.rug.dmas.trafficdemo.Scenario@64d75d4e(seed: 1445325054277),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,31.0163
nl.rug.dmas.trafficdemo.Scenario@64d75d4e(seed: 1445325054277),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,35.449615
nl.rug.dmas.trafficdemo.Scenario@64d75d4e(seed: 1445325054277),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,37.649548
nl.rug.dmas.trafficdemo.Scenario@3b5b0734(seed: 1445325053587),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,32.882835
nl.rug.dmas.trafficdemo.Scenario@3b5b0734(seed: 1445325053587),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,37.182816
nl.rug.dmas.trafficdemo.Scenario@3b5b0734(seed: 1445325053587),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,43.916153
nl.rug.dmas.trafficdemo.Scenario@3b5b0734(seed: 1445325053587),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,43.199463
nl.rug.dmas.trafficdemo.Scenario@3b5b0734(seed: 1445325053587),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,43.36609
nl.rug.dmas.trafficdemo.Scenario@3b5b0734(seed: 1445325053587),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,42.766033
nl.rug.dmas.trafficdemo.Scenario@2b6ea258(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,35.782875
nl.rug.dmas.trafficdemo.Scenario@2b6ea258(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 1 to 3,42.866013
nl.rug.dmas.trafficdemo.Scenario@5bc8b69b(seed: 1445325054306),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,45.216133
nl.rug.dmas.trafficdemo.Scenario@759c1f49(seed: 1445325054267),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,26.983047
nl.rug.dmas.trafficdemo.Scenario@759c1f49(seed: 1445325054267),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.13303
nl.rug.dmas.trafficdemo.Scenario@759c1f49(seed: 1445325054267),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,34.7996
nl.rug.dmas.trafficdemo.Scenario@759c1f49(seed: 1445325054267),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,34.666214
nl.rug.dmas.trafficdemo.Scenario@759c1f49(seed: 1445325054267),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,33.399498
nl.rug.dmas.trafficdemo.Scenario@759c1f49(seed: 1445325054267),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,36.83277
nl.rug.dmas.trafficdemo.Scenario@759c1f49(seed: 1445325054267),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,42.199356
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.933018
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.082985
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.816284
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.749577
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,31.299522
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,33.699486
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.532852
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.666183
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.366203
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.399551
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.832893
nl.rug.dmas.trafficdemo.Scenario@437ba2e9(seed: 1445325054266),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.932877
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,26.93301
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.499676
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.83299
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.382965
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,32.632835
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,35.166157
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,34.399475
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,35.29946
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,36.582775
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,35.666122
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,47.715977
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,42.432686
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,41.5327
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,40.982708
nl.rug.dmas.trafficdemo.Scenario@5c1d1395(seed: 1445325053583),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,40.766045
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,28.04964
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,33.33298
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,33.266285
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.999592
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.032875
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.282856
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,33.099495
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.349506
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.73285
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,31.832848
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.39952
nl.rug.dmas.trafficdemo.Scenario@13119656(seed: 1445325054265),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,44.482655
nl.rug.dmas.trafficdemo.Scenario@eee2024(seed: 1445325053595),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.533024
nl.rug.dmas.trafficdemo.Scenario@eee2024(seed: 1445325053595),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.066338
nl.rug.dmas.trafficdemo.Scenario@eee2024(seed: 1445325053595),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.416319
nl.rug.dmas.trafficdemo.Scenario@eee2024(seed: 1445325053595),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,33.082874
nl.rug.dmas.trafficdemo.Scenario@eee2024(seed: 1445325053595),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.716183
nl.rug.dmas.trafficdemo.Scenario@eee2024(seed: 1445325053595),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.616184
nl.rug.dmas.trafficdemo.Scenario@eee2024(seed: 1445325053595),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,42.849358
nl.rug.dmas.trafficdemo.Scenario@42e934e(seed: 1445325053636),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,28.783026
nl.rug.dmas.trafficdemo.Scenario@42e934e(seed: 1445325053636),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.899685
nl.rug.dmas.trafficdemo.Scenario@42e934e(seed: 1445325053636),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.749666
nl.rug.dmas.trafficdemo.Scenario@42e934e(seed: 1445325053636),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.166313
nl.rug.dmas.trafficdemo.Scenario@42e934e(seed: 1445325053636),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.932943
nl.rug.dmas.trafficdemo.Scenario@42e934e(seed: 1445325053636),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,30.399546
nl.rug.dmas.trafficdemo.Scenario@42e934e(seed: 1445325053636),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.966208
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.116379
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.599695
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,27.799622
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.6663
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.466257
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,29.766212
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.149513
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.216175
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,31.44952
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.33284
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.19951
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,33.91615
nl.rug.dmas.trafficdemo.Scenario@4ab63056(seed: 1445325053578),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,35.466125
nl.rug.dmas.trafficdemo.Scenario@4d9a485f(seed: 1445325053589),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.18303
nl.rug.dmas.trafficdemo.Scenario@4d9a485f(seed: 1445325053589),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.816349
nl.rug.dmas.trafficdemo.Scenario@4d9a485f(seed: 1445325053589),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,29.249605
nl.rug.dmas.trafficdemo.Scenario@4d9a485f(seed: 1445325053589),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.28294
nl.rug.dmas.trafficdemo.Scenario@4d9a485f(seed: 1445325053589),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.232903
nl.rug.dmas.trafficdemo.Scenario@4d9a485f(seed: 1445325053589),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,40.949375
nl.rug.dmas.trafficdemo.Scenario@4d9a485f(seed: 1445325053589),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 1 to 3,45.632637
nl.rug.dmas.trafficdemo.Scenario@4d9a485f(seed: 1445325053589),1.47-2.55,2.54-6.0,0.0,4.0-12.0,100.0,HumanDriver,From 0 to 3,48.199265
nl.rug.dmas.trafficdemo.Scenario@60dd1773(seed: 1445325055051),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,41.41619
nl.rug.dmas.trafficdemo.Scenario@4bb1c978(seed: 1445325055031),1.47-2.55,2.54-6.0,0.6,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,40.63287
nl.rug.dmas.trafficdemo.Scenario@68443a3(seed: 1445325054275),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 1 to 3,27.74963
nl.rug.dmas.trafficdemo.Scenario@68443a3(seed: 1445325054275),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 1 to 3,37.082767
nl.rug.dmas.trafficdemo.Scenario@26130e37(seed: 1445325054268),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 1 to 3,35.03283
nl.rug.dmas.trafficdemo.Scenario@26130e37(seed: 1445325054268),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,41.74952
nl.rug.dmas.trafficdemo.Scenario@77892f2c(seed: 1445325054280),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,28.766384
nl.rug.dmas.trafficdemo.Scenario@77892f2c(seed: 1445325054280),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.166357
nl.rug.dmas.trafficdemo.Scenario@77892f2c(seed: 1445325054280),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,29.482964
nl.rug.dmas.trafficdemo.Scenario@77892f2c(seed: 1445325054280),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,35.549557
nl.rug.dmas.trafficdemo.Scenario@2795a626(seed: 1445325055105),1.47-2.55,2.54-6.0,0.8000001,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,42.749504
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.9497
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.616344
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.366272
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.999556
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.499535
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,34.566177
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,35.86612
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,36.199448
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,34.066147
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.449505
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,32.14951
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.816181
nl.rug.dmas.trafficdemo.Scenario@14c8f24(seed: 1445325053649),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.599518
nl.rug.dmas.trafficdemo.Scenario@25ca623f(seed: 1445325053601),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,27.849611
nl.rug.dmas.trafficdemo.Scenario@25ca623f(seed: 1445325053601),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,39.999474
nl.rug.dmas.trafficdemo.Scenario@25ca623f(seed: 1445325053601),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 1 to 3,43.915997
nl.rug.dmas.trafficdemo.Scenario@25ca623f(seed: 1445325053601),1.47-2.55,2.54-6.0,0.1,4.0-12.0,100.0,HumanDriver,From 0 to 3,53.13268
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,AutonomousDriver,From 1 to 3,26.41636
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,31.333012
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,29.933002
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 1 to 3,27.666245
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 1 to 3,27.799576
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 1 to 3,34.899467
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,46.94937
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,45.81597
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,AutonomousDriver,From 0 to 3,45.232643
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 1 to 3,41.94936
nl.rug.dmas.trafficdemo.Scenario@2f354a1a(seed: 1445325054303),1.47-2.55,2.54-6.0,0.5,4.0-12.0,100.0,HumanDriver,From 0 to 3,47.265945
nl.rug.dmas.trafficdemo.Scenario@490b8a8c(seed: 1445325053644),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,29.782936
nl.rug.dmas.trafficdemo.Scenario@490b8a8c(seed: 1445325053644),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,35.79961
nl.rug.dmas.trafficdemo.Scenario@490b8a8c(seed: 1445325053644),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,35.266254
nl.rug.dmas.trafficdemo.Scenario@490b8a8c(seed: 1445325053644),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,34.032887
nl.rug.dmas.trafficdemo.Scenario@490b8a8c(seed: 1445325053644),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,33.349518
nl.rug.dmas.trafficdemo.Scenario@490b8a8c(seed: 1445325053644),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 0 to 3,34.216145
nl.rug.dmas.trafficdemo.Scenario@490b8a8c(seed: 1445325053644),1.47-2.55,2.54-6.0,0.2,4.0-12.0,100.0,HumanDriver,From 1 to 3,45.56597
nl.rug.dmas.trafficdemo.Scenario@28cc6a8(seed: 1445325054273),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,30.499691
nl.rug.dmas.trafficdemo.Scenario@28cc6a8(seed: 1445325054273),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 1 to 3,29.799545
nl.rug.dmas.trafficdemo.Scenario@28cc6a8(seed: 1445325054273),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,36.049576
nl.rug.dmas.trafficdemo.Scenario@28cc6a8(seed: 1445325054273),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,35.71619
nl.rug.dmas.trafficdemo.Scenario@28cc6a8(seed: 1445325054273),1.47-2.55,2.54-6.0,0.3,4.0-12.0,100.0,HumanDriver,From 0 to 3,34.632805
